ObjectKey,FetchDate,State,County,PropertyLink,Address,ListingPrice,BuyWithRedfin,Vendor,Status,PropertyType,Style,LotSize,TimeOnRedfin,YearBuilt,Community,MlsNo,ListPrice,RedfinEstimate,BuyerAgentCommission,EstMoPayment,PriceSqFt
c3db0bc3323af7504bbabedb88fc77c2790951e1696faf45cb28c40685257606,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/426-26th-Ave-S-98144/unit-B/home/142805,"426 26th Ave S Unit B,Seattle, WA 98144","$780,000",,matterport,Active,"Residential, Residential",,"1,068 Sq. Ft.",3 days,2017,Central Area,1965163,"$780,000","$806,396",,"$3,961",$617
cb407d4d56ba64679bdfe1546b3e5a5143a0e89518d7918815540cc908211a26,07/19/2022,WA,King County,https://www.redfin.com/WA/Burien/121-SW-143rd-St-98166/home/183902,"121 SW 143rd St,Seattle, WA 98166","$615,000",,matterport,Active,"Residential, Residential",,"10,500 Sq. Ft.",3 days,1947,Burien,1969451,"$615,000","$639,029",2.5%,"$3,223",$347
b5279c3b7b6d7dff3dab7fbef7846ba6cfeb144f81db195058c7e3e98b235127,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/5818-NE-70th-St-98115/unit-A204/home/44330,"5818 NE 70th St Unit A204,Seattle, WA 98115","$319,000",,matterport,Active,Condo,,,3 days,1970,View Ridge,1969590,"$319,000","$323,482",2.25%,"$2,130",$458
d9e89499b68e5e5b19938ae4278b801851c73b86260fda0055f7ea4ca7a7497a,07/19/2022,WA,King County,https://www.redfin.com/WA/Federal-Way/31313-31st-Ave-SW-98023/home/353539,"31313 31st Ave SW,Federal Way, WA 98023","$478,000",,matterport,Active,"Residential, Residential",,"6,562 Sq. Ft.",3 days,1976,Twin Lakes,1968105,"$478,000","$480,690",2.5%,"$2,504",$362
d1ee3920b60aede03fe14931672697dc82880af4e2561d846f1add7f7e1a1a65,07/19/2022,WA,King County,https://www.redfin.com/WA/Carnation/7828-Tolt-Highlands-Rd-NE-98014/home/442064,"7828 Tolt Highlands Rd NE,Carnation, WA 98014","$2,250,000",,matterport,Active,"Residential, Residential",,20 Acres,15 hours,2001,Tolt,1970130,"$2,250,000","$2,253,780",,"$11,380",$497
73ecb82c643bd9274b4373f971d0020037e0f8e065582981f351f3a56a21a205,07/19/2022,WA,King County,https://www.redfin.com/WA/Bellevue/15210-NE-8th-St-98007/unit-D3/home/11128,"15210 NE 8th St Unit D3,Bellevue, WA 98007","$680,000",,matterport,Active,"Residential, Condominium",,,4 days,1973,Crossroads,1968039,"$680,000",,2.5%,"$4,055",$506
6268c77e52d973f8372a243f498e92c676627d1013c1e48f63e76c41bb502e36,07/19/2022,WA,King County,https://www.redfin.com/WA/Bellevue/16704-NE-22nd-St-98008/home/432183,"16704 NE 22nd St,Bellevue, WA 98008","$1,588,000",,matterport,Active,"Residential, Residential",,"8,262 Sq. Ft.",4 days,1966,Microsoft,1969079,"$1,588,000",,,"$7,117",$767
4f68c15ffb9ba63e36bf531666ed66c8f3b968cbd564e450050453629f1da3d5,07/19/2022,WA,King County,https://www.redfin.com/WA/Issaquah/2416-NE-Davis-Loop-98029/home/8187915,"2416 NE Davis Loop,Issaquah, WA 98029","$1,888,888",,matterport,Active,"Residential, Residential",Craftsman,"3,400 Sq. Ft.",16 hours,2008,Issaquah Highlands,1962569,"$1,888,888","$1,913,321",,"$9,424",$604
8885f596ea516fee5373963530636b19657c347bff26313dfa3f937f466ccb9d,07/19/2022,WA,King County,https://www.redfin.com/WA/Bellevue/10619-SE-4th-St-98004/home/510879,"10619 SE 4th St,Bellevue, WA 98004","$5,385,000",,matterport,Active,"Residential, Residential",,"9,112 Sq. Ft.",8 hours,2020,Bellevue,1968738,"$5,385,000","$5,391,014",,"$26,165","$1,013"
b00e255999e604aca40ef4085373963e46b1739a0c1c417f70ac05cdfb2220cb,07/19/2022,WA,King County,https://www.redfin.com/WA/Renton/1810-Whitman-Ave-NE-98059/home/410532,"1810 Whitman Ave NE,Renton, WA 98059","$739,990",,matterport,Active,"Residential, Residential",,"7,201 Sq. Ft.",4 days,1968,Renton,1965315,"$739,990",,2.5%,"$3,758",$477
46924417ceef281853e931378a7cfe4b4a00fc0d4352ae7c5960b802edef1c39,07/19/2022,WA,King County,https://www.redfin.com/WA/Renton/1008-S-36th-Pl-98055/home/12109713,"1008 S 36th Pl,Renton, WA 98055","$1,189,000",,matterport,Active,"Residential, Residential",Craftsman,"5,755 Sq. Ft.",3 days,2007,Talbot Hill,1969508,"$1,189,000",,,"$5,521",$449
09458eef0515a9025f6a746f88e6e1ff93de1b6231015663dfb8d5224ad4bb5b,07/19/2022,WA,King County,https://www.redfin.com/WA/Sammamish/1310-270th-Ln-SE-98075/home/2060821,"1310 270th Ln SE,Sammamish, WA 98075","$1,675,000",,matterport,Active,"Residential, Residential",Traditional,"6,067 Sq. Ft.",3 days,2005,Trossachs,1969549,"$1,675,000","$1,693,793",,"$8,484",$509
7eab4be58f6077eeb06ead5727139eb587e07eb562bc402fa4ba9f86e10bdab5,07/19/2022,WA,King County,https://www.redfin.com/WA/Federal-Way/1711-S-373rd-Pl-98003/home/365900,"1711 S 373rd Pl,Federal Way, WA 98003","$639,950",,matterport,Active,"Residential, Residential",,"5,954 Sq. Ft.",3 days,1993,Enchanted Village,1969170,"$639,950","$642,453",2.5%,"$3,305",$320
07a3d8eecf906c7e588c8b56e82e8064d7dbac5332329589eab92209f23b319b,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/3814-11th-Ave-W-98119/unit-16/home/65474,"3814 11th Ave W #16,Seattle, WA 98119","$343,000",,matterport,Active,Condo,,,4 days,1965,Queen Anne,1961482,"$343,000",,2.5%,"$2,096",$503
d374d16a0cd4c0e91bf29afd5b573a7e86609b98090e35586587810d7761365f,07/19/2022,WA,King County,https://www.redfin.com/WA/Enumclaw/1273-Williams-Pl-98022/unit-21/home/180545579,"1273 Williams Pl #21,Enumclaw, WA 98022","$707,530",,matterport,Active,"Residential, Residential",,"8,583 Sq. Ft.",3 days,2022,Enumclaw,1969596,"$707,530",,,"$3,972",$302
b9c0c28366be0b2bf05308b3f85f3c3385a3c63cb9acb7e85f21e5836f093778,07/19/2022,WA,King County,https://www.redfin.com/WA/Kirkland/12423-NE-145th-Pl-98034/unit-B159/home/70978,"12423 NE 145th Pl Unit B159,Kirkland, WA 98034","$374,950",,matterport,Active,Condo,,,3 days,1979,Kingsgate,1965073,"$374,950","$375,993",,"$2,326",$406
6d922f1eacca39a0457bcb47ea5261c50d4b1b16bee1d185b1b23410f312c095,07/19/2022,WA,King County,https://www.redfin.com/WA/Mercer-Island/8225-SE-30th-Pl-98040/home/254527,"8225 SE 30th Pl,Mercer Island, WA 98040","$5,150,000",,matterport,Active,"Residential, Residential",Traditional,0.59 Acres,5 days,1949,Mercer Island,1967428,"$5,150,000","$5,234,946",2.5%,"$24,786",$948
66a5c777133b380dcb26f419a1c989ec5e09dd2611ddcf584daaab70dd4839e9,07/19/2022,WA,King County,https://www.redfin.com/WA/Maple-Valley/24220-SE-258th-Way-98038/home/60418709,"24220 SE 258th Way,Maple Valley, WA 98038","$799,950",,matterport,Active,"Residential, Residential",,"4,200 Sq. Ft.",3 days,2015,Maple Valley,1968095,"$799,950","$802,251",,"$4,173",$379
19814be092e2fa400250a358c393e065916028d888da890110b7d6c01d279713,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/6307-18th-Ave-NE-98115/home/308015,"6307 18th Ave NE,Seattle, WA 98115","$1,495,000",,matterport,Active,"Residential, Residential",Craftsman,"4,080 Sq. Ft.",3 days,1917,Ravenna,1969238,"$1,495,000","$1,497,068",,"$7,499",$906
1d602b5c4ff20c55b0909e4cb8a467ffb2ffad4b87ab0663e91bdb11b41ad587,07/19/2022,WA,King County,https://www.redfin.com/WA/Sammamish/432-226th-Ln-NE-98074/home/176038750,"432 226th Ln NE,Sammamish, WA 98074","$1,000,000",,matterport,Active,"Residential, Residential",,9.60 Acres,3 days,1998,Sammamish,1969625,"$1,000,000","$1,020,488",2.5%,"$5,521",$530
add3dc9c9da4b36a787452ce7bf794affe604c8a1e880cf1d2a607feee4cd44a,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/8433-31st-Ave-SW-98126/home/473665,"8433 31st Ave SW,Seattle, WA 98126","$720,000",,matterport,Active,"Residential, Residential",,"7,560 Sq. Ft.",3 days,1954,Westwood,1969269,"$720,000","$722,453",2.25%,"$3,664",$483
899f8f8706bd044a89c0405ca544ecca60fe86db3a9d35cc2025a45ae75fabc5,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/701-Galer-St-98109/unit-405/home/40005,"701 Galer St #405,Seattle, WA 98109","$699,500",,matterport,Active,Condo,,,4 days,1992,Queen Anne,1968333,"$699,500",,2.5%,"$3,874",$713
c84b85adb6bb012066dd03c868dccceb82f81130b7f275769df2bddfc3d0b472,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/6511-29th-Ave-SW-98126/home/18662089,"6511 29th Ave SW,Seattle, WA 98126","$760,000",,matterport,Active,"Residential, Residential",,"2,380 Sq. Ft.",3 days,2011,High Point,1969367,"$760,000","$779,065",,"$3,949",$422
51633c94ed67c8dbf5996905fb701b36a81831147efbc10163cc85bccbde5ca7,07/19/2022,WA,King County,https://www.redfin.com/WA/Renton/14724-SE-185th-Pl-98058/home/389799,"14724 SE 185th Pl,Renton, WA 98058","$714,900",,matterport,Active,"Residential, Residential",,"4,950 Sq. Ft.",3 days,2002,Fairwood,1969251,"$714,900",,,"$3,746",$394
bd672aa0ab3904bbf805048d58944782a7590674c22fbc9188e216d096b42c6b,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/12223-8th-Ave-S-98168/home/189418,"12223 8th Ave S,Seattle, WA 98168","$625,000",,matterport,Active,"Residential, Residential",,0.32 Acres,4 days,1942,Cedarhurst,1968903,"$625,000",,2.5%,"$3,216",$351
b1574ebb7f55c9ac3b25aaf398ba2f5974cf17924339687c35aec99188e1f5d5,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Detroit/2506-W-Philadelphia-St-48206/home/61341209,"2506 W Philadelphia St,Detroit, MI 48206","$399,900",,matterport,Active,"Multi-Family, Traditional",,"5,227 Sq. Ft.",3 days,1923,Det: Livernois-I75 6-Gd River,20221018095,"$399,900","$396,468",3%,"$2,253",$113
b73ccc966a8b983980f9ec62b1e7afafa6537bb36e7689b5cfd40cebafb6eb2d,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Taylor/25746-Chernick-St-48180/home/98820848,"25746 Chernick St,Taylor, MI 48180","$175,000",,matterport,Active,"Residential, Ranch",,"6,098 Sq. Ft.",18 days,1959,Taylor,20221012856,"$175,000","$173,893",3%,"$1,036",$191
25d67e693d14bb2d89c3ce6d46c97b0ec65f53f7e7dab75ee7c0fecd6757f50c,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Canton/8473-Forrest-Dr-48187/home/98846356,"8473 Forrest Dr,Canton Twp, MI 48187","$255,000",,matterport,Active,"Residential, Ranch",,"6,098 Sq. Ft.",10 days,1967,Canton Twp,20221011769,"$255,000","$260,195",3%,"$1,485",$260
c1912069e7de7ffbe063f66e70358e7c837c1d3c335f6724251e1871d4238f52,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Dearborn-Heights/8439-Whitefield-St-48127/home/61167112,"8439 Whitefield St,Dearborn Heights, MI 48127","$244,900",,matterport,Active,"Residential, Ranch",,"8,276 Sq. Ft.",6 days,1956,Dearborn Heights,20221016564,"$244,900","$244,359",3%,"$1,551",$200
93157758e1e421950f4b2cabe8d3717bed02ef653a80b6d2c017c727d123c8ec,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Plymouth-Charter-Twp/39954-Northville-Rd-48170/home/180254684,"39954 Premier Dr,Plymouth, MI 48170","$528,825",,matterport,Active,Condo,,,19 days,2022,Northville Twp,20221012184,"$528,825",,2.5%,"$3,503",$499
6a6f692b31b5767f21e7adbd8ea52c07583c6f6257b423628d6f972764a0bd72,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Detroit/2246-Virginia-Park-St-48206/home/98451206,"2246 Virginia Park St,Detroit, MI 48206","$289,000",,matterport,Active,"Residential, Colonial",,"8,712 Sq. Ft.",16 days,1914,Det: Livernois-I75 6-Gd River,20221012467,"$289,000","$288,614",2.5%,"$1,563",$105
c441275f77d193c0682790ae6d18644418778fc823002e1ee47ad13848245a51,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Detroit/5926-Courville-St-48224/home/61026000,"5926 Courville St,Detroit, MI 48224","$184,900",,matterport,Active,"Residential, Colonial, Tudor",,"4,791 Sq. Ft.",6 days,1929,Det Con-Mors/Grat. Hstn/7 Mack,20221015728,"$184,900","$184,862",,"$1,107",$124
c58eb1d32f73dbe5e235ab0e957ed11a692e52ed06c2e5975716c3ebbbaeb755,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Canton/2145-Steeple-Chase-Rd-48188/home/167969470,"2145 Steeplechase Rd,Canton Twp, MI 48188","$849,999",,matterport,Active,"Residential, Colonial",,0.28 Acres,12 days,2019,Canton Twp,20221012156,"$849,999","$849,605",2%,"$5,289",$238
aee394485e817bf949759b0cfd093b8ba2654ad561e7857baeaf18e31a5dbaff,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Plymouth/1308-Sheridan-St-48170/home/98743751,"1308 Sheridan St,Plymouth, MI 48170","$539,000",,matterport,Active,"Residential, Split Level",,0.36 Acres,88 days,1946,Plymouth,2220026424,"$539,000","$520,795",2.5%,"$3,223",$237
08af809f4fd38a8d3344bc7d38513a21ec0f85f185f6486f24c676dcca3443f8,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Detroit/16260-Snowden-St-48235/home/98519636,"16260 Snowden St,Detroit, MI 48235","$159,000",,matterport,Active,"Residential, Colonial, Tudor",,"4,356 Sq. Ft.",4 days,1929,Det 6-Tire - Grnfld - Livernois,20221018355,"$159,000",,3%,$876,$103
f6f5319ae7e171fb0ef3b3fc9b0e75d9630c5d90edcfc3ffaaa60a13a1a23521,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Livonia/9026-Beatrice-48150/home/92907284,"9026 Beatrice St,Livonia, MI 48150","$170,000",,matterport,Active,"Residential, Raised Ranch",,"5,227 Sq. Ft.",18 days,1949,Livonia,20221010770,"$170,000","$173,210",3%,"$1,027",$217
20ed1a68c39eba25e879b2533440060df227369d04b61facf485927346f1702d,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Northville/50244-Livingston-Dr-48168/home/98891944,"50244 Livingston Dr,Northville Twp, MI 48168","$595,000",,matterport,Active,"Residential, Colonial",,"8,276 Sq. Ft.",10 days,2003,Northville Twp,20221012480,"$595,000","$616,771",3%,"$3,701",$177
2c5d3db6c02628114f1de60299ceff5a7219073c25ed48e8d8907b33f2eb7807,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Detroit/2510-Lamothe-Ave-48206/home/113398416,"2510 Lamothe St,Detroit, MI 48206","$339,900",,matterport,Active,"Residential, Colonial, Historic",,"6,969 Sq. Ft.",29 days,1920,Det: Livernois-I75 6-Gd River,20221005778,"$339,900","$335,071",3%,"$1,842",$133
59ee2821a298d8dd8f2413da942925bfea4594cc0963ef4e16b7a8b679426643,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Livonia/9361-Farmington-Rd-48150/home/98731583,"9361 Farmington Rd,Livonia, MI 48150","$425,000",,matterport,Coming Soon,"Residential, Traditional",,0.52 Acres,13 hours,1991,Livonia,20221019438,,,2.5%,"$2,547",$172
11ff957862007a59090bed17930aed01caac659ed6d66df23e05e7f565410d36,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/PLYMOUTH/12810-N-BECK-RD-48170/home/98895192,"12810 N Beck Rd,Plymouth Twp, MI 48170","$699,900",,matterport,Active,"Residential, Cape Cod",,0.88 Acres,29 days,2004,Plymouth Twp,20221006997,"$699,900","$725,978",3%,"$4,432",$190
1cb73c024f8056358b1f15e403be20a22b30c53b593bbcc798b66949a6456a7f,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Grosse-Pointe-Farms/145-Grosse-Pointe-Blvd-48236/home/98662501,"145 Grosse Pointe Blvd,Grosse Pointe Farms, MI 48236","$397,000",,matterport,Active,Residential,"2 Story, Cape Cod","4,791 Sq. Ft.",31 days,1972,Muir Sub,50078977,"$397,000","$395,345",3%,"$2,499",$238
a9b32188fe8fa7e7cf5ac957af53683453a96dad973e9fbc0eaa9bffe0590b95,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Northville/45055-Walnut-Ridge-Ct-48168/home/61260638,"45055 Walnut Ridge Ct,Northville, MI 48168","$849,000",,matterport,Active,Residential,"Colonial, 2 Story",0.36 Acres,32 days,2003,Northville Cmty,3288162,"$849,000","$846,604",,"$5,201",$225
89754b8e591f761db0238eae6e457641f892070de4c308ff7628a43274d0a2ed,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/CANTON/50778-ROSS-48187/home/175873826,"50778 Ross St,Canton Twp, MI 48187","$572,990",,matterport,Active,"Residential, Colonial",,,11 days,2023,Canton Twp,20221015690,"$572,990","$571,430",3%,"$3,607",$207
c5a5c6737179217868045bbb0c72a52c539eade7767ce5b547f24683a3fbeb07,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Detroit/13944-Greenview-Rd-48223/home/98548037,"13944 Greenview Rd,Detroit, MI 48223","$170,000",,matterport,Active,"Residential, Colonial",,"4,791 Sq. Ft.",27 days,1946,Det - Schcraft-6 Grnfld-Limits,20221008768,"$170,000","$169,353",3%,"$1,013",$122
65ca89cd01322e545b82b3487c9696ced583256caf550294e97aff1e3f3182dc,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Canton/50599-Tahoe-Way-48187/home/180558964,"50599 Tahoe Way,Canton Twp, MI 48187","$998,000",,matterport,Coming Soon,"Residential, Colonial",,0.29 Acres,35 hours,2016,Canton Twp,20221019410,,,2%,"$6,287",$235
1ec65ec52b98f93820e174094d40d6c7234c195483f6d1023719fb67f7762dd2,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Westland/35440-Hazelwood-St-48186/home/98790713,"35440 Hazelwood St,Westland, MI 48186","$175,000",,matterport,Active,"Residential, Ranch",,0.25 Acres,11 days,1948,Westland,20221015332,"$175,000","$182,947",3%,"$1,068",$174
62e77b5b582c2e3673314beda05d76dcda737684d16de889c4c4d3dab5bcccfc,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Grosse-Pointe-Woods/20691-Wedgewood-Dr-48236/home/61129434,"20691 Wedgewood,Grosse Pointe Woods, MI 48236","$275,000",,matterport,Active,"Residential, 1 To 4 Units","1 1/2 Story, Bungalow","5,227 Sq. Ft.",31 days,1933,Bon Heur Manor Sub,50078964,"$275,000","$271,992",3%,"$1,842",$184
f61b2036ab6fb4eef03f9a37cbfa9343a12ddeebc1e57661de244c3202339a54,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Detroit/182-Ashland-St-48215/home/171124126,"182 Ashland,Detroit, MI 48215","$185,000",,matterport,Active,Vacant Land,,"4,356 Sq. Ft.",862 days,,Det: Mcclellan East/Mack To Shor,2200019310,"$185,000","$180,909",3%,$988,
daa751e2a2a35ccc782ac12c3f553f51aaad87b0bab4e3090c98b6ece176c77a,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Westland/8458-Beatrice-48185/home/98776414,"8458 Beatrice,Westland, MI 48185","$229,000",,matterport,Active,"Residential, Ranch",,0.25 Acres,2 days,1963,Westland,20221017216,"$229,000","$229,174",3%,"$1,405",$217
71e77570ab5fcad8d728eb321a754ac1de08a0577549c751258eecec292168e9,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Detroit/20031-Littlefield-St-48235/home/98429874,"20031 Littlefield St,Detroit, MI 48235","$149,900",,matterport,Active,"Residential, Bungalow",,"5,227 Sq. Ft.",49 days,1940,Det 6-8 Grfld-Dequindre,2220041671,"$149,900","$145,542",3%,$865,$125
2473c8e09db5a76f086e5b2cc606c7d9b93b70451ff4d46d3655968f456325ab,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Grosse-Pointe-Woods/1745-Aline-Dr-48236/home/61142226,"1745 Aline Dr,Grosse Pointe Woods, MI 48236","$224,900",,matterport,Active,"Residential, Ranch",,"5,662 Sq. Ft.",3 days,1955,Grosse Pointe Woods,20221015464,"$224,900","$224,401",3%,"$1,477",$191
68485701a27c513d078a1dee762cba62dbc49c89232599f5cb050d07c4d67a76,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Grosse-Pointe/724-Lincoln-Rd-48230/home/98660233,"724 Lincoln,Grosse Pointe, MI 48230","$525,000",,matterport,Active,Residential,"1 1/2 Story, Tudor","8,276 Sq. Ft.",19 days,1926,Gp,50080693,"$525,000","$524,409",3%,"$3,362",$199
0314da64c7899ce3a2a5931b98a0c935606eda8171680ed1ffbc0b9032f10d45,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Grosse-Pointe-Woods/1697-Anita-Ave-48236/home/61143166,"1697 Anita Ave,Grosse Pointe Woods, MI 48236","$300,000",,matterport,Active,"Residential, Colonial",,,31 days,1988,Grosse Pointe Woods,20221003250,"$300,000","$310,554",3%,"$1,991",$170
e8ebd25d5dea7d3edaf07396c8bc3e9fb81bb8f70865bd693e5314ff0082a7a0,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Plymouth/228-S-Mill-St-48170/home/173080301,"228 S Mill St,Plymouth, MI 48170","$495,395",,matterport,Active,Condo,,,47 days,2022,Plymouth,2220042410,"$495,395","$496,111",2.5%,"$2,813",$240
7e147ae0f4f0fa4ea22c5c7c67a8a256fc7bd23df94ba0fee413b362640132d7,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Grosse-Pointe-Woods/1210-Anita-Ave-48236/home/61215222,"1210 Anita Ave,Grosse Pointe Woods, MI 48236","$259,000",,matterport,Coming Soon,"Residential, Ranch",,"8,712 Sq. Ft.",19 hours,1952,Grosse Pointe Woods,20221019397,,,3%,"$1,668",$215
c2d4efbec557ba8eb61cb09613fe92b8dc09fcd1f596c265d9a0d0b1d5d9839b,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Romulus/32244-Henry-Ruff-Rd-48174/home/98920287,"32244 Henry Ruff Rd,Romulus, MI 48174","$305,000",,matterport,Active,Residential,"1 Story, Ranch",1.52 Acres,2 days,1979,Beverly Acres Sub,50082901,"$305,000","$302,902",3%,"$1,798",$188
77548b7046d10f860fc34a9d95b765d13f740ce32085ef1517c450fecf34cccc,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Canton/1845-Woodmont-Ct-48188/home/98867432,"1845 Woodmont Ct,Canton Twp, MI 48188","$360,000",,matterport,Active,"Residential, Colonial",,"10,454 Sq. Ft.",26 days,1979,Canton Twp,20221006629,"$360,000","$361,161",3%,"$2,167",$177
f883329615ccc7112caf09ad583d9a5543ed7ae12ae88418d111e850ba631a45,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Taylor/7363-Katherine-St-48180/home/98824038,"7363 Katherine St,Taylor, MI 48180","$139,900",,matterport,Active,"Residential, Ranch",,"5,662 Sq. Ft.",17 days,1950,Taylor,20221006463,"$139,900","$135,469",3%,$892,$150
e491ee7fca5af4ecab48c5ed27411f060e5c8444279b76267f4382f17b42f8c4,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Westland/33646-Avondale-St-48186/home/98790527,"33646 Avondale St,Westland, MI 48186","$219,900",,matterport,Active,"Residential, Ranch",,"7,405 Sq. Ft.",4 days,1989,Westland,20221018276,"$219,900",,3%,"$1,318",$201
cc5f2251f3cae5b44a544dfa7685ea36828a5f33739f8d7fb6e9c33d35421754,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/CANTON/50782-ROSS-48187/home/175873825,"50782 Ross St,Canton Twp, MI 48187","$622,990",,matterport,Active,"Residential, Colonial",,,11 days,2022,Canton Twp,20221015703,"$622,990","$625,210",3%,"$3,915",$196
c174c1a6ef6ea73c48f6aa53be6a3ab02f266644212d22becbd255c2547417f9,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Plymouth/12789-Glenmore-Ct-48170/home/98895648,"12789 Glenmore Ct,Plymouth, MI 48170","$649,900",,matterport,Active,Residential,"Cape Cod, 1.5 Story",,20 days,1999,Plymouth Cmty,3289202,"$649,900","$650,591",,"$4,019",$203
